FIPS,state,county,monthly_housing,annual_transportation ,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy,,,
26161,MI,Washtenaw,1479,12809,30557,81.09,80.81,81.37,,,
13073,GA,Columbia,1379,14063,30611,79.76,79.38,80.14,,,
8119,CO,Teller,1286,15190,30622,80.76,80.14,81.38,,,
48031,TX,Blanco,1318,14870,30686,79.47,78.8,80.14,,,
17007,IL,Boone,1401,13884,30696,79.75,79.28,80.24,,,
13029,GA,Bryan,1375,14197,30697,75.94,75.29,76.56,,,
8123,CO,Weld,1294,15175,30703,80.02,79.88,80.16,,,
24011,MD,Caroline,1342,14622,30726,79.25,78.8,79.68,,,
8005,CO,Arapahoe,1493,12812,30728,80.02,79.88,80.16,,,
13145,GA,Harris,1315,14953,30733,78.87,78.27,79.47,,,
23005,ME,Cumberland,1481,12974,30746,80.37,80.09,80.67,,,
6045,CA,Mendocino,1379,14247,30795,78.54,78.12,78.98,,,
48257,TX,Kaufman,1337,14753,30797,75.91,75.46,76.33,,,
34011,NJ,Cumberland,1423,13735,30811,76.6,76.21,76.99,,,
51149,VA,Prince George,1382,14251,30835,78.37,77.8,78.96,,,
42095,PA,Northampton,1487,12992,30836,80.08,79.81,80.35,,,
31025,NE,Cass,1306,15173,30845,79.18,78.6,79.74,,,
12089,FL,Nassau,1399,14063,30851,77.83,77.38,78.32,,,
23031,ME,York,1412,13908,30852,80.15,79.84,80.45,,,
30043,MT,Jefferson,1300,15268,30868,78.88,78.16,79.56,,,
55021,WI,Columbia,1288,15428,30884,79.31,78.86,79.79,,,
51101,VA,King William,1304,15254,30902,77.86,77.3,78.43,,,
13231,GA,Pike,1277,15593,30917,75.85,75.12,76.6,,,
6011,CA,Colusa,1247,15954,30918,80.19,79.56,80.83,,,
45013,SC,Beaufort,1488,13080,30936,81.57,81.25,81.91,,,
24047,MD,Worcester,1447,13584,30948,77.03,76.6,77.45,,,
26089,MI,Leelanau,1335,14929,30949,83.1,82.62,83.61,,,
41009,OR,Columbia,1290,15477,30957,78.76,78.24,79.22,,,
25015,MA,Hampshire,1495,13033,30973,80.76,80.44,81.1,,,
20171,KS,Scott,1380,14417,30977,78.37,77.42,79.34,,,
37055,NC,Dare,1467,13373,30977,79.27,78.72,79.8,,,
2130,AK,Ketchikan Gateway,1446,13629,30981,78.19,77.56,78.89,,,
48393,TX,Roberts,1100,17784,30984,76.14,74.75,77.68,,,
50011,VT,Franklin,1311,15267,30999,79.22,78.74,79.72,,,
19049,IA,Dallas,1392,14325,31029,81.49,81.06,81.93,,,
50015,VT,Lamoille,1380,14506,31066,80.17,79.55,80.72,,,
33005,NH,Cheshire,1441,13777,31069,80.08,79.69,80.51,,,
55049,WI,Iowa,1251,16065,31077,80.17,79.57,80.72,,,
37037,NC,Chatham,1389,14427,31095,80.8,80.37,81.21,,,
20121,KS,Miami,1364,14732,31100,78.97,78.43,79.51,,,
19121,IA,Madison,1287,15657,31101,79.7,79.09,80.33,,,
32007,NV,Elko,1221,16452,31104,81.07,80.62,81.54,,,
6043,CA,Mariposa,1296,15567,31119,80.1,79.44,80.75,,,
12011,FL,Broward,1602,11895,31119,80.25,80.09,80.41,,,
51109,VA,Louisa,1329,15175,31123,74.37,73.63,75.12,,,
37179,NC,Union,1385,14540,31160,79.02,78.64,79.38,,,
8079,CO,Mineral,1315,15399,31179,81.25,79.56,82.82,,,
41071,OR,Yamhill,1344,15059,31187,79.77,79.38,80.15,,,
20091,KS,Johnson,1535,12774,31194,81.7,81.46,81.94,,,
18011,IN,Boone,1428,14080,31216,78.87,78.4,79.31,,,
8053,CO,Hinsdale,1244,16297,31225,83.66,82.12,85.13,,,
6067,CA,Sacramento,1465,13648,31228,79.12,78.92,79.3,,,
36041,NY,Hamilton,1168,17274,31290,79.3,78.5,80.12,,,
53011,WA,Clark,1433,14120,31316,79.72,79.47,80,,,
51119,VA,Middlesex,1449,13942,31330,79.44,79.15,79.74,,,
48453,TX,Travis,1541,12843,31335,80.89,80.67,81.1,,,
55131,WI,Washington,1452,13914,31338,81.23,80.9,81.58,,,
48071,TX,Chambers,1355,15082,31342,77.12,76.48,77.72,,,
56023,WY,Lincoln,1252,16318,31342,80.03,79.37,80.7,,,
31177,NE,Washington,1348,15168,31344,80.54,79.96,81.12,,,
41027,OR,Hood River,1348,15195,31371,80.34,79.72,80.97,,,
39159,OH,Union,1403,14556,31392,79.08,78.61,79.58,,,
48493,TX,Wilson,1348,15241,31417,78.7,78.16,79.22,,,
49047,UT,Uintah,1255,16396,31456,77.99,77.34,78.6,,,
2230,AK,Skagway,1421,14414,31466,79.94,79.02,80.83,,,
27039,MN,Dodge,1304,15876,31524,81.62,81.05,82.21,,,
27079,MN,Le Sueur,1293,16009,31525,81.46,80.92,81.98,,,
53059,WA,Skamania,1277,16206,31530,80.08,79.37,80.78,,,
53057,WA,Skagit,1442,14242,31546,79.82,79.44,80.19,,,
27003,MN,Anoka,1451,14147,31559,81.18,80.89,81.48,,,
51033,VA,Caroline,1392,14887,31591,77.6,76.95,78.25,,,
51041,VA,Chesterfield,1504,13553,31601,77.27,76.69,77.79,,,
53029,WA,Island,1469,13979,31607,81.93,81.56,82.32,,,
51137,VA,Orange,1349,15451,31639,77.48,76.75,78.15,,,
53067,WA,Thurston,1447,14287,31651,80.16,79.84,80.47,,,
32015,NV,Lander,1273,16380,31656,76.37,75.63,77.13,,,
48339,TX,Montgomery,1449,14271,31659,78.74,78.45,79.02,,,
13085,GA,Dawson,1382,15095,31679,78.26,77.6,78.87,,,
51073,VA,Gloucester,1414,14718,31686,74.37,73.63,75.12,,,
16081,ID,Teton,1216,17102,31694,82.11,81.22,83.03,,,
50001,VT,Addison,1415,14781,31761,80.8,80.28,81.33,,,
39165,OH,Warren,1494,13857,31785,79.61,79.29,79.93,,,
13057,GA,Cherokee,1448,14413,31789,79.93,79.57,80.29,,,
51069,VA,Frederick,1465,14224,31804,73.9,73.18,74.6,,,
49049,UT,Utah,1341,15714,31806,80.75,80.49,81.04,,,
15001,HI,Hawaii,1434,14619,31827,80.15,79.63,80.68,,,
26093,MI,Livingston,1484,14031,31839,80.2,79.87,80.52,,,
41067,OR,Washington,1529,13522,31870,81.69,81.44,81.94,,,
17063,IL,Grundy,1432,14694,31878,78.53,78,79.07,,,
48209,TX,Hays,1433,14683,31879,80.56,80.19,80.92,,,
42001,PA,Adams,1380,15324,31884,79.85,79.49,80.22,,,
8067,CO,La Plata,1433,14754,31950,80.11,79.1,81.07,,,
56005,WY,Campbell,1351,15753,31965,77.47,76.86,78.1,,,
53053,WA,Pierce,1493,14060,31976,78.72,78.5,78.95,,,
6077,CA,San Joaquin,1444,14658,31986,78.1,77.84,78.36,,,
8047,CO,Gilpin,1296,16435,31987,80.79,79.68,81.87,,,
51810,VA,Virginia Beach,1651,12191,32003,77.19,76.56,77.74,,,
27059,MN,Isanti,1361,15676,32008,80.38,79.83,80.91,,,
48121,TX,Denton,1568,13211,32027,75.54,74.68,76.42,,,
18057,IN,Hamilton,1531,13721,32093,81.78,81.47,82.07,,,
44003,RI,Kent,1616,12704,32096,79.41,79.07,79.77,,,
9015,CT,Windham,1436,14871,32103,79,78.61,79.38,,,
51187,VA,Warren,1333,16167,32163,75.57,74.89,76.28,,,
51079,VA,Greene,1408,15271,32167,83.73,83.52,83.93,,,
27037,MN,Dakota,1531,13798,32170,81.9,81.64,82.14,,,
12099,FL,Palm Beach,1632,12604,32188,81.24,81.07,81.4,,,
34013,NJ,Essex,1830,10261,32221,78.47,78.21,78.72,,,
17133,IL,Monroe,1465,14651,32231,80.48,79.97,80.97,,,
24005,MD,Baltimore,1618,12835,32251,72.14,71.85,72.45,,,
25027,MA,Worcester,1554,13608,32256,79.66,79.44,79.87,,,
48491,TX,Williamson,1502,14238,32262,81.73,81.49,82,,,
48367,TX,Parker,1445,14944,32284,77.8,77.39,78.19,,,
8059,CO,Jefferson,1545,13755,32295,80.02,79.88,80.16,,,
49011,UT,Davis,1420,15272,32312,80.74,80.44,81.06,,,
24041,MD,Talbot,1597,13152,32316,76.94,76.4,77.55,,,
51065,VA,Fluvanna,1421,15273,32325,78.39,77.63,79.16,,,
48091,TX,Comal,1482,14573,32357,79.82,79.43,80.23,,,
54037,WV,Jefferson,1354,16110,32358,77.77,77.27,78.23,,,
13219,GA,Oconee,1500,14364,32364,80.43,79.91,80.97,,,
2158,AK,Kusilvak,1453,14937,32373,78,77.13,78.95,,,
55093,WI,Pierce,1402,15612,32436,81.29,80.81,81.78,,,
36091,NY,Saratoga,1516,14266,32458,81.36,81.05,81.67,,,
36021,NY,Columbia,1520,14225,32465,79.49,79.08,79.92,,,
51550,VA,Chesapeake,1616,13083,32475,79.41,78.83,79.98,,,
37053,NC,Currituck,1435,15292,32512,77.15,76.57,77.79,,,
12021,FL,Collier,1660,12623,32543,83.43,83.16,83.68,,,
8045,CO,Garfield,1527,14246,32570,80.61,80.1,81.12,,,
30011,MT,Carter,1418,15560,32576,79.49,78.33,80.73,,,
6071,CA,San Bernardino,1481,14814,32586,78.65,78.49,78.82,,,
55133,WI,Waukesha,1619,13160,32588,81.55,81.29,81.8,,,
6113,CA,Yolo,1538,14148,32604,80.55,80.22,80.88,,,
8049,CO,Grand,1359,16312,32620,82.73,82.02,83.42,,,
9003,CT,Hartford,1641,12936,32628,80.08,79.87,80.28,,,
34007,NJ,Camden,1648,12862,32638,78.12,77.86,78.36,,,
8093,CO,Park,1306,17040,32712,82.37,81.64,83.11,,,
53035,WA,Kitsap,1526,14410,32722,79.66,79.33,79.97,,,
33001,NH,Belknap,1501,14711,32723,79.68,79.23,80.12,,,
2240,AK,Southeast Fairbanks,1490,14880,32760,79.9,78.82,81.05,,,
42103,PA,Pike,1397,16010,32774,81.12,80.66,81.6,,,
50007,VT,Chittenden,1580,13815,32775,81.39,81.04,81.75,,,
51003,VA,Albemarle,1573,13928,32804,81.18,80.83,81.52,,,
42045,PA,Delaware,1702,12407,32831,78.82,78.57,79.08,,,
8091,CO,Ouray,1403,16005,32841,83,82.04,83.92,,,
55109,WI,St. Croix,1453,15414,32850,80.7,80.32,81.11,,,
51093,VA,Isle of Wight,1518,14644,32860,79.4,78.95,79.84,,,
8013,CO,Boulder,1621,13469,32921,80.02,79.88,80.16,,,
34001,NJ,Atlantic,1661,13003,32935,77.71,77.4,78.02,,,
2090,AK,Fairbanks North Star,1552,14326,32950,79.35,78.72,80.04,,,
33017,NH,Strafford,1546,14425,32977,79.49,79.11,79.85,,,
35028,NM,Los Alamos,1462,15449,32993,83.49,82.85,84.08,,,
32005,NV,Douglas,1555,14350,33010,78.27,78.11,78.44,,,
51800,VA,Suffolk,1581,14038,33010,81.68,81.27,82.1,,,
39055,OH,Geauga,1546,14464,33016,81.64,81.24,82,,,
6005,CA,Amador,1495,15151,33091,79.8,79.29,80.32,,,
16013,ID,Blaine,1557,14410,33094,82.99,82.41,83.6,,,
24015,MD,Cecil,1530,14784,33144,79.28,78.94,79.62,,,
12109,FL,St. Johns,1640,13546,33226,80.69,80.37,81.02,,,
27171,MN,Wright,1478,15503,33239,81.17,80.76,81.54,,,
55089,WI,Ozaukee,1638,13598,33254,82.13,81.75,82.49,,,
27141,MN,Sherburne,1470,15615,33255,81.12,80.67,81.59,,,
27025,MN,Chisago,1465,15724,33304,80.34,79.87,80.83,,,
9011,CT,New London,1598,14147,33323,80.18,79.88,80.48,,,
9009,CT,New Haven,1692,13068,33372,79.81,79.6,80.02,,,
36111,NY,Ulster,1646,13774,33526,80.13,79.79,80.46,,,
53055,WA,San Juan,1571,14746,33598,83.7,83.11,84.26,,,
51145,VA,Powhatan,1512,15460,33604,80.26,79.38,81.22,,,
42089,PA,Monroe,1576,14721,33633,79.09,78.72,79.46,,,
34033,NJ,Salem,1576,14733,33645,76.96,76.46,77.4,,,
51085,VA,Hanover,1603,14427,33663,78.67,78.02,79.33,,,
6009,CA,Calaveras,1491,15804,33696,79.84,79.36,80.32,,,
32029,NV,Storey,1456,16238,33710,78.36,77.37,79.25,,,
44005,RI,Newport,1732,12972,33756,81.15,80.74,81.54,,,
48085,TX,Collin,1718,13171,33787,82,81.77,82.22,,,
8014,CO,Broomfield,1670,13782,33822,80.02,79.88,80.16,,,
2060,AK,Bristol Bay,1458,16341,33837,76.7,74.41,79.09,,,
41005,OR,Clackamas,1635,14242,33862,80.49,80.23,80.75,,,
13113,GA,Fayette,1615,14492,33872,81.22,80.82,81.61,,,
34009,NJ,Cape May,1755,12820,33880,78.12,77.7,78.51,,,
8019,CO,Clear Creek,1471,16255,33907,81.63,80.83,82.47,,,
6075,CA,San Francisco,2036,9501,33933,81.97,81.74,82.18,,,
21185,KY,Oldham,1622,14523,33987,79.56,79.04,80.04,,,
8097,CO,Pitkin,1653,14183,34019,86.52,85.87,87.15,,,
33013,NH,Merrimack,1619,14659,34087,79.89,79.54,80.23,,,
2150,AK,Kodiak Island,1616,14845,34237,79.59,78.7,80.57,,,
2180,AK,Nome,1499,16258,34246,78.11,77.63,78.61,,,
8117,CO,Summit,1573,15391,34267,86.83,86.14,87.55,,,
6091,CA,Sierra,1525,15975,34275,79.01,77.98,80.01,,,
51683,VA,Manassas,1700,13889,34289,75.29,74.76,75.83,,,
51199,VA,York,1738,13469,34325,75.94,75.53,76.36,,,
27163,MN,Washington,1669,14341,34369,81.97,81.64,82.29,,,
33011,NH,Hillsborough,1707,13915,34399,80.07,79.81,80.34,,,
51095,VA,James City,1715,13833,34413,79.17,78.79,79.55,,,
17089,IL,Kane,1694,14122,34450,80.92,80.66,81.19,,,
6037,CA,Los Angeles,1771,13237,34489,81.36,81.27,81.44,,,
8113,CO,San Miguel,1675,14412,34512,83.73,82.72,84.75,,,
37029,NC,Camden,1618,15182,34598,78.96,78.18,79.76,,,
25001,MA,Barnstable,1741,13740,34632,80.75,80.47,81.03,,,
2020,AK,Anchorage,1702,14302,34726,78.68,78.2,79.17,,,
50013,VT,Grand Isle,1576,15829,34741,80.02,79.14,80.93,,,
6065,CA,Riverside,1627,15219,34743,80.21,80.06,80.36,,,
24033,MD,Prince George's,1793,13256,34772,81.48,81.31,81.64,,,
53061,WA,Snohomish,1701,14442,34854,80.15,79.91,80.39,,,
56039,WY,Teton,1557,16186,34870,83.46,82.81,84.04,,,
13117,GA,Forsyth,1667,14868,34872,81.28,80.92,81.64,,,
48259,TX,Kendall,1689,14703,34971,80.13,79.55,80.67,,,
8107,CO,Routt,1668,14980,34996,82.73,82.1,83.39,,,
51510,VA,Alexandria,2047,10439,35003,79.73,79.02,80.46,,,
44009,RI,Washington,1763,13866,35022,81.14,80.78,81.48,,,
6057,CA,Nevada,1703,14693,35129,81.3,80.9,81.66,,,
53033,WA,King,1834,13128,35136,81.37,81.21,81.53,,,
25009,MA,Essex,1826,13240,35152,80.51,80.28,80.73,,,
51127,VA,New Kent,1656,15319,35191,73.95,73.23,74.67,,,
51047,VA,Culpeper,1564,16426,35194,81.18,80.83,81.52,,,
2110,AK,Juneau ,1714,14662,35230,80.35,79.66,81.07,,,
12087,FL,Monroe,1875,12856,35356,78.85,78.36,79.31,,,
24025,MD,Harford,1750,14375,35375,78.86,78.35,79.38,,,
34031,NJ,Passaic,1957,11982,35466,79.76,79.48,80.05,,,
44001,RI,Bristol,1892,12800,35504,81.16,80.71,81.59,,,
17197,IL,Will,1765,14355,35535,79.94,79.7,80.18,,,
9013,CT,Tolland,1736,14712,35544,81.64,81.32,81.98,,,
48157,TX,Fort Bend,1769,14382,35610,81.84,81.57,82.1,,,
6095,CA,Solano,1706,15198,35670,79.65,79.37,79.93,,,
48397,TX,Rockwall,1782,14326,35710,79.76,79.28,80.23,,,
51177,VA,Spotsylvania,1666,15731,35723,78.26,77.92,78.6,,,
42091,PA,Montgomery,1878,13211,35747,80.85,80.65,81.05,,,
51685,VA,Manassas Park,1785,14359,35779,76.21,75.65,76.81,,,
9005,CT,Litchfield,1746,14917,35869,80.74,80.42,81.06,,,
17043,IL,DuPage,1891,13183,35875,81.87,81.67,82.06,,,
6053,CA,Monterey,1714,15314,35882,81.85,81.55,82.12,,,
49051,UT,Wasatch,1588,16853,35909,80.61,79.93,81.27,,,
51043,VA,Clarke,1594,16784,35912,77.53,76.69,78.38,,,
34041,NJ,Warren,1864,13692,36060,80.25,79.9,80.6,,,
39041,OH,Delaware,1846,13918,36070,81.43,81.1,81.76,,,
27139,MN,Scott,1766,14879,36071,81.95,81.58,82.35,,,
17111,IL,McHenry,1773,14839,36115,78.02,77.56,78.49,,,
27019,MN,Carver,1787,14846,36290,82.8,82.36,83.23,,,
15007,HI,Kauai,1749,15337,36325,81.07,80.45,81.68,,,
51735,VA,Poquoson,1849,14154,36342,74.93,74.17,75.72,,,
34029,NJ,Ocean,1834,14361,36369,79.16,78.94,79.36,,,
6079,CA,San Luis Obispo,1773,15120,36396,81.37,81.08,81.65,,,
36085,NY,Richmond,2022,12153,36417,80,79.75,80.26,,,
8037,CO,Eagle,1729,15718,36466,85.94,85.36,86.5,,,
24037,MD,St. Mary's,1726,15760,36472,79.83,79.33,80.35,,,
34021,NJ,Mercer,1975,12911,36611,79.8,79.52,80.08,,,
9007,CT,Middlesex,1842,14516,36620,81.02,80.69,81.33,,,
34015,NJ,Gloucester,1858,14503,36799,78.59,78.29,78.9,,,
56035,WY,Sublette,1569,18017,36845,80.48,79.64,81.28,,,
17093,IL,Kendall,1833,14866,36862,81.17,80.76,81.6,,,
6073,CA,San Diego,1886,14250,36882,81.43,81.29,81.56,,,
42017,PA,Bucks,1930,13802,36962,80.38,80.16,80.59,,,
15009,HI,Maui,1818,15162,36978,80.99,80.51,81.51,,,
34039,NJ,Union,2091,11979,37071,80.49,80.23,80.77,,,
34005,NJ,Burlington,1943,13796,37112,79.77,79.53,80.02,,,
6097,CA,Sonoma,1828,15238,37174,81.09,80.87,81.33,,,
51013,VA,Arlington,2280,9848,37208,77.5,76.81,78.15,,,
47187,TN,Williamson,1931,14070,37242,81.86,81.53,82.18,,,
51075,VA,Goochland,1835,15300,37320,76.75,75.99,77.55,,,
49029,UT,Morgan,1641,17645,37337,81.47,80.63,82.32,,,
51099,VA,King George,1734,16544,37352,75.91,75.26,76.57,,,
24021,MD,Frederick,1834,15363,37371,77.03,76.49,77.56,,,
34023,NJ,Middlesex,2047,12808,37372,81.2,81,81.43,,,
25017,MA,Middlesex,2065,12661,37441,81.63,81.47,81.79,,,
24003,MD,Anne Arundel,1990,13772,37652,79.16,78.9,79.42,,,
6001,CA,Alameda,2000,13686,37686,81.46,81.29,81.63,,,
25023,MA,Plymouth,1939,14452,37720,79.63,79.39,79.89,,,
36071,NY,Orange,1931,14581,37753,79.8,79.52,80.09,,,
36027,NY,Dutchess,1912,14817,37761,80.49,80.2,80.78,,,
33015,NH,Rockingham,1904,15006,37854,80.64,80.35,80.92,,,
17097,IL,Lake,1994,13972,37900,77.9,77.52,78.31,,,
51157,VA,Rappahannock,1697,17544,37908,78.93,78.19,79.64,,,
6061,CA,Placer,1899,15212,38000,81.46,81.22,81.72,,,
24013,MD,Carroll,1908,15402,38298,76.42,75.85,76.99,,,
6083,CA,Santa Barbara,1917,15496,38500,81.65,81.4,81.9,,,
8035,CO,Douglas,2001,14512,38524,83.72,83.42,84.05,,,
42029,PA,Chester,2019,14345,38573,81.21,80.96,81.46,,,
25021,MA,Norfolk,2139,12990,38658,81.38,81.18,81.59,,,
15003,HI,Honolulu,2059,13954,38662,81.37,81.1,81.66,,,
51153,VA,Prince William,2031,14529,38901,77.06,76.33,77.75,,,
24035,MD,Queen Anne's,1917,16020,39024,81.48,81.31,81.64,,,
51061,VA,Fauquier,1869,16627,39055,78.24,77.37,79.17,,,
6017,CA,El Dorado,1912,16196,39140,81.06,80.75,81.38,,,
51179,VA,Stafford,1985,15536,39356,75.53,75.16,75.91,,,
6003,CA,Alpine,1837,17369,39413,79.06,77.65,80.42,,,
49043,UT,Summit,1950,16070,39470,82.39,81.84,82.99,,,
8039,CO,Elbert,1872,17149,39613,79.83,79.59,80.08,,,
24017,MD,Charles,2014,15486,39654,77.01,76.58,77.42,,,
6055,CA,Napa,1984,15895,39703,80.49,80.15,80.84,,,
6059,CA,Orange,2130,14374,39934,82.27,82.14,82.4,,,
6087,CA,Santa Cruz,2070,15253,40093,81.37,81.06,81.68,,,
51600,VA,Fairfax,2235,13277,40097,74.98,74.59,75.4,,,
6069,CA,San Benito,1889,17587,40255,81.77,81.26,82.27,,,
24031,MD,Montgomery,2288,13017,40473,79.02,78.49,79.57,,,
34003,NJ,Bergen,2423,11691,40767,82.47,82.29,82.65,,,
34037,NJ,Sussex,2129,15228,40776,79.72,79.38,80.06,,,
24009,MD,Calvert,2048,16207,40783,79.52,79.3,79.73,,,
6013,CA,Contra Costa,2169,15030,41058,81.39,81.2,81.59,,,
24027,MD,Howard,2292,13619,41123,79.54,79.22,79.87,,,
51059,VA,Fairfax,2353,13165,41401,75.44,74.46,76.38,,,
25007,MA,Dukes,2171,15474,41526,82.05,81.47,82.64,,,
34025,NJ,Monmouth,2319,13829,41657,80.24,80,80.47,,,
51610,VA,Falls Church,2494,11756,41684,76.81,75.94,77.65,,,
36119,NY,Westchester,2436,12465,41697,82.29,82.09,82.47,,,
6111,CA,Ventura,2108,16632,41928,81.71,81.49,81.92,,,
9001,CT,Fairfield,2401,13987,42799,81.8,81.6,81.99,,,
34035,NJ,Somerset,2479,13975,43723,81.95,81.69,82.22,,,
36087,NY,Rockland,2517,13559,43763,82.54,82.26,82.81,,,
25019,MA,Nantucket,2361,15611,43943,81.6,80.71,82.5,,,
6081,CA,San Mateo,2489,14344,44212,83.11,82.9,83.32,,,
34027,NJ,Morris,2537,13878,44322,82,81.78,82.26,,,
6085,CA,Santa Clara,2417,15391,44395,83.14,82.98,83.3,,,
51107,VA,Loudoun,2492,14764,44668,79.1,78.47,79.78,,,
36079,NY,Putnam,2467,15355,44959,81.83,81.43,82.21,,,
36103,NY,Suffolk,2542,14568,45072,80.61,80.44,80.77,,,
34019,NJ,Hunterdon,2518,15456,45672,82.45,82.09,82.77,,,
6041,CA,Marin,2579,14896,45844,83.8,83.53,84.07,,,
36059,NY,Nassau,2799,13330,46918,82.21,82.04,82.37,,,
